parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
0,1.2768464711332383,0.3383893050416174,0.16564439568333383,0.03649917696921832,-0.37781086355148286,-1.9596255373625893,1.4685554735211264,1.594380895758371,-1.2072600162088707,-1.0433010279688846,-0.2756580424079399,-0.1500123460282843,-0.05747096694224655,1.3811433167074996,0.06886281997367903,-0.1219500768408957,-2.128664267536923,0.3294212664729521,-0.14187850718718148,0.9355109056663294,0.07509372573644714,Y,0.6122733750867558,0.8173619740333936,0.07483556836440948,0.4273755668387982,-0.9590550081502869,1.225052584468357,2.3412814174436707,-0.7764469998698412,-0.48081985388303095,0100,0.24053975171582223,LARS,1.2973067041531647,-0.41905604316225104,-1.3079957564917468,0.3506547618770495,0.8555402791688885,0.519314630804342,-0.7600877081052886,0.7315799907188779,2.016134454399501,-0.19516298735923138,-0.5343458997562868,-0.3071972044554054,-0.27628378373446555,0.7043283795545043,true,0.6208539758424025,-0.8746246795005387,1.082707019372558,-2.5535698295474463,0.057631353008507614,Y,0.36349385392135786,-0.5868776293964422
1,-1.6737627031289546,1.3217134383312001,-1.1526684537881076,-0.6987184633893215,0.5720211158825189,1.94100209624884,0.6638425631114372,0.4340370939216906,0.4428267238457805,1.4328351402788524,0.808966464586793,-0.049304770963728796,-0.13964347410866784,-1.8764629005438391,-0.03344743505618482,2.0108837443709024,0.02903629393283913,0.18732397501286893,1.4149277122414978,0.4779680680254989,-0.08800538431782917,Y,0.7631425436441784,0.47109034775141495,-1.8235438201444816,0.5754618043220359,-1.7506168755346885,-0.19033746568636223,1.4492908058228249,-0.01891516929213839,-0.23528500553986564,0100,0.5850954521293484,LARS,0.32383953098848356,0.6723675864272489,-0.11132035287246063,0.5859081531069229,0.07630296566466709,1.1732264376763657,-0.9650726873453865,0.49282476289662175,-1.5655921115935596,-2.879700982122369,1.334425386228737,2.3736902595181952,0.6693435029824291,-0.34097872736280743,true,0.7950274472961648,0.7257250399886612,-0.37994017698990845,-1.0735069773710886,0.9201751779951686,Y,-0.3612889618088137,-0.08103564808107808
2,0.8292053966464037,1.2301274040721069,0.7942871132760183,0.33540958471295707,-0.4333681546169855,0.416832081909976,0.24569418224370235,0.0305770786607115,0.04750558092062223,0.3555226472658785,-0.6062954322579505,0.06223952738054466,-0.10779711432516388,0.21118158498144515,0.28262458630794485,-1.216331027960172,0.6606750285877818,-0.09192242789236112,-0.23843376770560853,1.4784495427575897,0.44379836067966466,Y,-1.2281994566929435,0.5657550421128288,-0.171474011886427,-2.4496905083462797,-0.14748423719425388,0.54232622760878,0.7607240422814973,0.7994772756758357,0.023230277671267424,0100,0.5927815339506883,LARS,0.8317782960769095,-0.3033095240302931,0.5247472159754241,0.4354812792081429,1.0709478482653638,-1.1233445706167098,0.20448461984615166,0.2914990687867165,2.0596625084657014,1.0664101627788547,-0.24284841543975957,-0.8092794787200527,-0.1956427540918926,-0.05303922358721398,true,-0.8916858149672231,-0.09226211338205707,-0.3344452121452544,-0.7242059176911942,0.7813209957291464,Y,-0.19033292540196953,2.129802527438616
3,0.043099688540543406,-1.6682195421552461,0.7564541083913332,-1.8451471980069003,0.329899782282017,-0.7604101931322568,1.5327481977917365,-2.3212110792419067,0.6127500230076335,2.777758291525742,-1.9968640621634657,0.7098240456136711,-1.4418341062294726,-1.1620448320486423,0.6905887379437479,0.8207918126805716,-0.4813782514954007,-2.020555568565745,-1.9329839401855045,0.8375563082925648,0.3913215210900429,Y,-0.7891858108309336,1.8958641752328913,-1.6973198186502914,-0.16766083445701277,1.12211991017823,-0.20067293877924847,-1.1906433791979285,0.4044683775113205,-0.8328521694624155,0100,0.5132661805514156,LARS,1.9419848196314455,0.5802017533621787,-0.7365211209981029,0.3323382131604134,-0.7312170540527961,1.036577818815828,-1.0402500882642083,-0.16639159802063627,0.2091708730483407,0.16280109033021944,0.30761060112686645,0.48630881084887434,0.21503608160234977,-0.234425689106708,true,-1.6449242789270584,0.854765619665386,-2.102569842499776,-0.4982437041868051,0.2770542614900644,Y,0.5050597373396842,-0.36012975792356483
4,-0.1096692697969702,0.3914499149996141,1.2190805017662463,-0.4882370996882043,0.6930342109356659,-0.1942292536026693,2.285477814100731,-1.5228963129403492,-0.418847006162425,0.13400080048905635,-0.8633217582132229,-0.15681827264927542,-0.7154821724286554,-2.0213889658359627,-0.4267536475887765,-0.2453293888594817,0.2715256963619507,1.3203309058959645,0.046663689640868956,-1.1581416101557416,0.30102448326888526,Y,-0.30271376301978276,0.32139646667005417,-0.49301889825179407,-0.178232575637502,1.3417983259513122,-0.37518967028409655,2.4526538650666856,-0.7094136527242125,1.099635069124699,0100,-0.7712491385944276,LARS,-1.519412071265711,0.8292028789082093,-0.7498472100435768,-0.7248862707451662,-0.19683453792481298,-0.08834370727860483,-0.280602797137489,0.8871267863383183,-0.719844124847527,0.050155635588276,-0.14833211694456902,2.39743883248144,-0.7759563726974356,0.9301921986213054,true,1.2135605937768126,0.31231986521244515,1.099068031149953,0.07926493377659476,-0.12411682704159631,Y,-0.2746313626258889,0.7567719117502673
5,0.9749304758872248,0.8423025958551472,-0.8199200326718756,-0.1387876287782332,2.235814837884765,-0.3404903724337407,0.6810073713332676,-1.1746917630523783,1.1364613465198043,-1.2824096565892156,-0.4479401443634938,2.063693602528635,-1.7583806450755137,-0.43721324854938964,0.35069732790664077,-0.9012070506105098,0.3483604317381951,-0.46468707601782344,0.8720287775990212,0.7937600533219579,-1.1251240067476451,Y,0.9521106894710349,0.5290123425126924,-1.5931724078455372,0.41956906067072935,0.8158486393286939,0.20646663475061824,-0.7652434052321087,-0.8255778443906039,-0.06893174672245864,0100,-0.39759119199215576,LARS,-0.6385729606802558,-1.2742063804065737,1.1337935957542475,0.39504862182471845,-0.6386417817104266,0.5731384710610529,0.23577865238524426,0.6993911719091211,-0.09364908381451571,1.405680112085233,0.20555127389343783,1.0211006116368964,1.4775421358483343,-0.19225208823435444,true,0.3456261601331374,-0.3248488543988317,0.09451274776596419,0.6716589481603551,0.604573512464832,Y,-0.41744682319188753,0.731552025311507
6,-0.7355477387636721,-0.9232573113448308,-0.09426440603609956,-2.2620477715378535,0.9909244950881196,-0.7956089072014813,-0.9183948893070438,0.06444109979684724,0.1665938705500231,-0.9043133887291406,0.982850456472385,0.27198817343505816,0.26448116814841416,-0.7730065035486009,-0.11509948204132589,-0.8170983809205287,-0.30019599312385586,-2.1439764852850005,0.4604179057588372,2.189984660074044,0.9377040090032723,Y,0.958398986944911,-0.1942262916385561,-0.4915950166580333,-1.2597943754634442,1.293224378973077,1.0538562219223373,0.8284006873552661,-0.5455614430147743,-1.0977373739344964,0100,-1.5635404501174774,LARS,-0.012011285499595301,-0.9494886605809959,0.3104071973535187,-0.6775405547045603,0.048078368448576214,0.08052590355121998,-0.9810046834214519,-1.3405446572149882,-1.1018130458846676,0.9381881515536538,0.8210916263332385,-0.46214501314588663,0.949810062681686,-0.4473093932288964,true,1.0779135162930786,-0.6031609230344259,0.9113575646685242,-1.0517964116014413,-0.5343097661126036,Y,-0.22803019767263533,-0.4437902287030234
7,-0.31616491989871587,0.8340293167923133,1.3392535173188345,-1.0195998173209655,-1.0297185321335733,0.9310067414739808,-1.2324801369715044,-0.759527869523559,-0.2393857673001265,-0.3146822482178215,-1.591043380562935,0.21487664131505418,-0.959960673295149,-0.29922350304048284,1.196036979850296,-0.16038372493094127,0.20957858176929964,0.37932973583476015,-0.12673011098021686,0.46588734171823126,0.9452147339595137,Y,1.006144611886593,1.6310109273344273,1.117797686879104,0.29559379627282417,-1.0000446606950393,-0.7833461675369323,0.04958430945216139,0.03833885068538517,0.043965465256266226,0100,0.2772261530490104,LARS,0.269206028168861,0.05872853178729735,-1.2339509254709655,0.8820945605129749,-0.30539591594025595,-0.525027413911956,-1.800626454432124,-0.7548095370386056,1.0562919236829644,1.695111933351318,1.535461147933825,2.8466274880611686,-0.725318427030337,0.009898983614157541,true,-0.6152358843065173,1.179857082145052,1.8220846626981135,-0.31882719600416365,0.9433558881032758,Y,-0.8231441977758447,-1.386829251295955
8,-2.4547843176600335,1.877579253836414,1.7019539716658096,-1.3174189011280295,0.03579591347318291,1.2530815039856358,-0.15274032737236717,0.2549796566134724,-0.878269009928676,0.4433670465504975,0.4981640033689853,0.5190141236911742,0.8119948704157961,0.3278854266870049,1.207457059527315,1.0184850460294728,0.8811357525464252,0.8330452750392471,0.784925267519364,-0.272570194501515,-1.2135852133303078,Y,-0.6776580167737902,0.5475428331796814,-0.3448471341489527,0.5337295399171965,0.9532028345900848,0.8616285660096685,-0.6023661017328306,1.0667673398160702,0.763631927993599,0100,0.4323799618489763,LARS,-0.1630184632598223,-0.9387188618250208,1.1377062683944161,1.2665508006784023,-1.290049401702653,0.3993701965658564,-1.0101439053983494,-1.4362830929074901,-0.41222019069129234,-1.186942891429508,1.497396698655303,1.495757257909227,0.35020217725953234,0.21620767888019934,true,0.9114254593922003,0.3069039706733221,0.7168090521989295,-1.1523840296695465,0.3039481909582184,Y,-1.512443000666753,0.058124679160523975
9,-1.3981954567406898,-1.1771436175485195,-0.2974671610319874,0.2583963570381995,-0.7461076287982799,2.452068919993148,0.575052176418752,-0.2986854496255889,-0.08254143048068917,1.8072949030465344,-0.0027076946611622596,2.315226657543678,-0.21731801066711787,0.5286400807352339,-0.5169900560818155,0.9314818684597087,-0.979408129445541,1.5698150829150888,-1.670550731401404,-0.9061706796934224,0.02875709108488244,Y,0.08191018087070977,-0.5262112188845764,1.0104688304921534,-1.8384226451663572,-1.3866430913598775,1.1644839002734222,0.16937375717286918,-1.8246621277362087,1.3788171142230505,0100,0.7259094354333404,LARS,-0.5273390326615875,0.7581963715958805,0.923557652512057,0.03184497722128642,-1.8892402205466148,-1.334823443671542,0.47506638195740675,-0.5625014340427037,-0.7206318699804631,1.2557091479043851,0.7682605353337105,-0.8684530595862419,-0.3605482278406899,-0.33792693876941127,true,-0.05518381117038585,-0.45308667137272185,-0.6518198282094986,-1.5198769977915774,0.5508436963845176,Y,-0.40786519439166796,0.4213172673326995
